UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
107743,"R",141,"R",346,"R",41,"R",120,"R",0,"R",120,"R",52,"R",43,"R",31,"R",0,"R",31,"R",12,"R",39,"R",18
107789,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",5,"R",56,"R",8,"R",0,"R",8,"R",1,"R",13,"R",22
107831,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",23,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
107877,"R",135,"R",259,"R",52,"R",143,"R",0,"R",143,"R",92,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
107974,"R",161,"R",592,"R",27,"R",169,"R",0,"R",169,"R",83,"R",49,"R",83,"R",0,"R",83,"R",26,"R",31,"R",15
107983,"R",616,"R",838,"R",74,"R",624,"R",0,"R",624,"R",392,"R",63,"R",5,"R",0,"R",5,"R",2,"R",40,"R",15
107992,"R",221,"R",467,"R",47,"R",211,"R",0,"R",211,"R",146,"R",69,"R",26,"R",0,"R",26,"R",13,"R",50,"R",20
108065,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",3,"R",43,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
108092,"R",1214,"R",2255,"R",54,"R",652,"R",0,"R",652,"R",432,"R",66,"R",34,"R",0,"R",34,"R",16,"R",47,"R",20
108199,"A",,"A",,"A",,"R",794,"R",0,"R",794,"R",651,"R",82,"R",175,"R",0,"R",175,"R",141,"R",81,"R",35
108232,"R",965,"R",2768,"R",35,"R",818,"R",0,"R",818,"R",464,"R",57,"R",367,"R",0,"R",367,"R",117,"R",32,"R",20
108250,"R",113,"R",140,"R",81,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
108348,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
108649,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",22,"R",100,"R",2,"R",0,"R",2,"R",2,"R",100,"R",20
108667,"R",269,"R",2999,"R",9,"R",238,"Z",0,"R",238,"R",92,"R",39,"R",687,"Z",0,"R",687,"R",113,"R",16,"R",32
108807,"R",921,"R",3068,"R",30,"R",830,"Z",0,"R",830,"R",413,"R",50,"R",1018,"Z",0,"R",1018,"R",239,"R",23,"R",24
108852,"R",72,"R",72,"R",100,"R",80,"R",0,"R",80,"R",58,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
108977,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",20,"R",74,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
109013,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
109040,"A",,"A",,"A",,"R",1237,"R",0,"R",1237,"R",1137,"R",92,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
109208,"R",1671,"R",10183,"R",16,"R",1627,"Z",0,"R",1627,"R",722,"R",44,"R",2860,"Z",0,"R",2860,"R",643,"R",22,"R",30
109332,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
109350,"R",1130,"R",4324,"R",26,"R",1215,"Z",0,"R",1215,"R",533,"R",44,"R",1243,"Z",0,"R",1243,"R",341,"R",27,"R",26
109651,"R",99,"R",383,"R",26,"R",82,"Z",0,"R",82,"R",72,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
109721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
109785,"R",1013,"R",1385,"R",73,"R",1090,"R",0,"R",1090,"R",891,"R",82,"R",3,"R",0,"R",3,"R",1,"R",33,"R",12
109819,"R",1741,"R",5256,"R",33,"R",1969,"Z",0,"R",1969,"R",1334,"R",68,"R",1845,"Z",0,"R",1845,"R",699,"R",38,"R",31
109891,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",25
109907,"R",342,"R",2351,"R",15,"R",189,"Z",0,"R",189,"R",114,"R",60,"R",360,"Z",0,"R",360,"R",95,"R",26,"R",35
109934,"A",,"A",,"A",,"R",124,"R",0,"R",124,"R",93,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
110051,"R",73,"R",163,"R",45,"R",107,"R",0,"R",107,"R",63,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",12
110060,"R",12,"R",104,"R",12,"R",12,"Z",0,"R",12,"R",10,"R",83,"R",5,"Z",0,"R",5,"R",4,"R",80,"R",5
110097,"R",789,"R",1095,"R",72,"R",820,"R",0,"R",820,"R",678,"R",83,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",17
110185,"R",92,"R",92,"R",100,"R",131,"R",0,"R",131,"R",92,"R",70,"R",0,"R",0,"R",0,"Z",0,"A",,"R",7
110194,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",28,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
110219,"R",73,"R",83,"R",88,"R",71,"R",0,"R",71,"R",36,"R",51,"R",6,"R",0,"R",6,"R",4,"R",67,"R",19
110246,"R",1137,"R",3468,"R",33,"R",906,"Z",0,"R",906,"R",409,"R",45,"R",419,"Z",0,"R",419,"R",112,"R",27,"R",25
110316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
110334,"R",851,"R",3377,"R",25,"R",732,"Z",0,"R",732,"R",523,"R",71,"R",861,"Z",0,"R",861,"R",356,"R",41,"R",26
110361,"R",569,"R",1000,"R",57,"R",438,"R",0,"R",438,"R",311,"R",71,"R",8,"R",0,"R",8,"R",2,"R",25,"R",16
110370,"R",211,"R",421,"R",50,"R",247,"R",1,"R",246,"R",178,"R",72,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",9
110404,"R",252,"R",258,"R",98,"R",236,"R",0,"R",236,"R",232,"R",98,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",3
110413,"R",464,"R",685,"R",68,"R",482,"R",1,"R",481,"R",380,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
110422,"R",3877,"R",4673,"R",83,"R",3448,"Z",0,"R",3448,"R",3147,"R",91,"R",52,"Z",0,"R",52,"R",40,"R",77,"R",21
110468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
110486,"R",1055,"R",1975,"R",53,"R",901,"Z",0,"R",901,"R",666,"R",74,"R",33,"Z",0,"R",33,"R",8,"R",24,"R",25
110495,"R",798,"R",1830,"R",44,"R",899,"Z",0,"R",899,"R",742,"R",83,"R",65,"Z",0,"R",65,"R",38,"R",58,"R",21
110510,"R",1968,"R",4062,"R",48,"R",1916,"Z",0,"R",1916,"R",1593,"R",83,"R",51,"Z",0,"R",51,"R",26,"R",51,"R",27
110529,"R",2728,"R",4573,"R",60,"R",2538,"Z",0,"R",2538,"R",2151,"R",85,"R",102,"Z",0,"R",102,"R",68,"R",67,"R",27
110538,"R",2468,"R",3996,"R",62,"R",2727,"Z",0,"R",2727,"R",2243,"R",82,"R",37,"Z",0,"R",37,"R",19,"R",51,"R",25
110547,"R",1070,"R",4288,"R",25,"R",889,"Z",0,"R",889,"R",607,"R",68,"R",60,"Z",0,"R",60,"R",30,"R",50,"R",26
110556,"R",2620,"R",4640,"R",56,"R",2731,"Z",0,"R",2731,"R",2187,"R",80,"R",91,"Z",0,"R",91,"R",41,"R",45,"R",24
110565,"R",3845,"R",7932,"R",48,"R",4519,"Z",0,"R",4519,"R",3625,"R",80,"R",177,"Z",0,"R",177,"R",101,"R",57,"R",27
110574,"R",1436,"R",3516,"R",41,"R",1356,"Z",0,"R",1356,"R",965,"R",71,"R",19,"Z",0,"R",19,"R",7,"R",37,"R",27
110583,"R",3473,"R",5813,"R",60,"R",4536,"Z",0,"R",4536,"R",3924,"R",87,"R",69,"Z",0,"R",69,"R",49,"R",71,"R",24
110592,"R",1877,"R",4276,"R",44,"R",1676,"Z",0,"R",1676,"R",1244,"R",74,"R",272,"Z",0,"R",272,"R",154,"R",57,"R",23
110608,"R",4049,"R",8154,"R",50,"R",4512,"Z",0,"R",4512,"R",3219,"R",71,"R",112,"Z",0,"R",112,"R",57,"R",51,"R",25
110617,"R",2954,"R",6976,"R",42,"R",2536,"Z",0,"R",2536,"R",1998,"R",79,"R",84,"Z",0,"R",84,"R",37,"R",44,"R",26
110635,"R",4339,"R",6556,"R",66,"R",4239,"R",0,"R",4239,"R",4085,"R",96,"R",22,"R",0,"R",22,"R",18,"R",82,"R",16
110644,"R",4337,"R",6628,"R",65,"R",4861,"R",0,"R",4861,"R",4488,"R",92,"R",111,"R",0,"R",111,"R",90,"R",81,"R",16
110653,"R",4014,"R",5772,"R",70,"R",4561,"R",0,"R",4561,"R",4299,"R",94,"R",22,"R",0,"R",22,"R",18,"R",82,"R",19
110662,"R",4457,"R",7706,"R",58,"R",4715,"R",0,"R",4715,"R",4555,"R",97,"R",20,"R",0,"R",20,"R",16,"R",80,"R",17
110671,"R",4265,"R",5244,"R",81,"R",4403,"R",0,"R",4403,"R",3819,"R",87,"R",21,"R",0,"R",21,"R",14,"R",67,"R",19
110680,"R",3746,"R",5691,"R",66,"R",4288,"R",0,"R",4288,"R",4077,"R",95,"R",4,"R",0,"R",4,"R",4,"R",100,"R",19
110705,"R",4569,"R",6461,"R",71,"R",4363,"R",0,"R",4363,"R",3960,"R",91,"R",24,"R",0,"R",24,"R",20,"R",83,"R",17
110714,"R",3203,"R",4083,"R",78,"R",3954,"R",0,"R",3954,"R",3526,"R",89,"R",11,"R",0,"R",11,"R",7,"R",64,"R",18
110875,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",13,"R",62,"R",1,"R",0,"R",1,"R",1,"R",100,"R",17
110918,"R",6,"R",13,"R",46,"R",3,"R",0,"R",3,"R",1,"R",33,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
110945,"A",,"A",,"A",,"R",205,"R",2,"R",203,"R",180,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",19
111009,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",112,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
111054,"A",,"A",,"A",,"R",84,"R",0,"R",84,"R",60,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
111081,"R",160,"R",301,"R",53,"R",171,"R",0,"R",171,"R",143,"R",84,"R",1,"R",0,"R",1,"R",1,"R",100,"R",7
111188,"R",146,"R",250,"R",58,"R",153,"Z",0,"R",153,"R",117,"R",76,"R",5,"Z",0,"R",5,"R",1,"R",20,"R",12
111434,"R",311,"R",2361,"R",13,"R",193,"Z",0,"R",193,"R",79,"R",41,"R",350,"Z",0,"R",350,"R",89,"R",25,"R",27
111461,"R",1241,"R",4950,"R",25,"R",1281,"Z",0,"R",1281,"R",629,"R",49,"R",894,"Z",0,"R",894,"R",237,"R",27,"R",36
111513,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",23,"R",82,"R",38,"R",0,"R",38,"R",25,"R",66,"R",10
111638,"A",,"A",,"A",,"R",192,"R",0,"R",192,"R",160,"R",83,"R",19,"R",0,"R",19,"R",14,"R",74,"R",14
111708,"A",,"A",,"A",,"R",210,"R",0,"R",210,"R",196,"R",93,"R",93,"R",0,"R",93,"R",79,"R",85,"R",20
111717,"A",,"A",,"A",,"R",640,"R",0,"R",640,"R",445,"R",70,"R",77,"R",0,"R",77,"R",62,"R",81,"R",20
111726,"A",,"A",,"A",,"R",432,"R",0,"R",432,"R",402,"R",93,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
111744,"A",,"A",,"A",,"R",231,"R",0,"R",231,"R",200,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
111762,"A",,"A",,"A",,"R",179,"R",0,"R",179,"R",154,"R",86,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
111771,"A",,"A",,"A",,"R",270,"R",0,"R",270,"R",236,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
111799,"A",,"A",,"A",,"R",252,"R",0,"R",252,"R",218,"R",87,"R",1,"R",0,"R",1,"R",1,"R",100,"R",20
111887,"R",1616,"R",6194,"R",26,"R",1552,"Z",0,"R",1552,"R",751,"R",48,"R",2113,"Z",0,"R",2113,"R",623,"R",29,"R",28
111896,"R",251,"R",2115,"R",12,"R",274,"Z",0,"R",274,"R",150,"R",55,"R",413,"Z",0,"R",413,"R",116,"R",28,"R",30
111920,"R",1017,"R",4528,"R",22,"R",977,"Z",0,"R",977,"R",680,"R",70,"R",1154,"Z",0,"R",1154,"R",479,"R",42,"R",28
111939,"R",1754,"R",6527,"R",27,"R",1356,"Z",0,"R",1356,"R",712,"R",53,"R",1671,"Z",0,"R",1671,"R",516,"R",31,"R",24
111948,"R",1028,"R",1369,"R",75,"R",961,"R",1,"R",960,"R",836,"R",87,"R",4,"R",0,"R",4,"R",1,"R",25,"R",14
111966,"R",3,"R",171,"R",2,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",8
112075,"R",296,"R",486,"R",61,"R",326,"R",0,"R",326,"R",240,"R",74,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
112084,"R",63,"R",171,"R",37,"R",57,"R",1,"R",56,"R",34,"R",61,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",15
112172,"R",1158,"R",4216,"R",27,"R",1157,"Z",0,"R",1157,"R",513,"R",44,"R",891,"Z",0,"R",891,"R",268,"R",30,"R",30
112190,"R",1320,"R",8331,"R",16,"R",1387,"Z",0,"R",1387,"R",1052,"R",76,"R",2504,"Z",0,"R",2504,"R",1001,"R",40,"R",23
112260,"R",282,"R",314,"R",90,"R",320,"R",0,"R",320,"R",301,"R",94,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
112288,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
112312,"R",1,"R",33,"R",3,"R",8,"R",0,"R",8,"R",7,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
112367,"A",,"A",,"A",,"R",222,"R",0,"R",222,"R",134,"R",60,"R",218,"R",0,"R",218,"R",167,"R",77,"R",20
112385,"R",95,"R",4340,"R",2,"R",53,"Z",0,"R",53,"R",14,"R",26,"R",1457,"Z",0,"R",1457,"R",217,"R",15,"R",44
112394,"R",21,"R",53,"R",40,"R",14,"R",0,"R",14,"R",8,"R",57,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
112446,"R",68,"R",68,"R",100,"R",0,"Z",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",8
112455,"A",,"A",,"A",,"R",27,"Z",0,"R",27,"R",21,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",27
112516,"A",,"A",,"A",,"R",217,"Z",0,"R",217,"R",165,"R",76,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",14
112561,"R",302,"R",1622,"R",19,"R",257,"Z",0,"R",257,"R",132,"R",51,"R",367,"Z",0,"R",367,"R",124,"R",34,"R",23
112570,"R",44,"R",101,"R",44,"R",41,"R",0,"R",41,"R",25,"R",61,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
112686,"R",407,"R",3189,"R",13,"R",234,"Z",0,"R",234,"R",64,"R",27,"R",381,"Z",0,"R",381,"R",48,"R",13,"R",28
112783,"A",,"A",,"A",,"R",146,"R",0,"R",146,"R",96,"R",66,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
112826,"R",426,"R",2298,"R",19,"R",304,"Z",0,"R",304,"R",207,"R",68,"R",468,"Z",0,"R",468,"R",178,"R",38,"R",26
113096,"R",977,"R",5349,"R",18,"R",984,"Z",0,"R",984,"R",450,"R",46,"R",1221,"Z",0,"R",1221,"R",306,"R",25,"R",34
113111,"R",522,"R",2125,"R",25,"R",483,"Z",0,"R",483,"R",241,"R",50,"R",476,"Z",0,"R",476,"R",142,"R",30,"R",33
113193,"R",1310,"R",4006,"R",33,"R",1045,"Z",0,"R",1045,"R",441,"R",42,"R",679,"Z",0,"R",679,"R",156,"R",23,"R",27
113218,"R",667,"R",3713,"R",18,"R",595,"Z",0,"R",595,"R",422,"R",71,"R",682,"Z",0,"R",682,"R",255,"R",37,"R",28
113227,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",51,"R",65,"R",7,"R",0,"R",7,"R",5,"R",71,"R",22
113236,"R",1620,"R",5489,"R",30,"R",1117,"Z",0,"R",1117,"R",566,"R",51,"R",1006,"Z",0,"R",1006,"R",286,"R",28,"R",26
113333,"R",2687,"R",7339,"R",37,"R",1883,"Z",0,"R",1883,"R",1004,"R",53,"R",1370,"Z",0,"R",1370,"R",304,"R",22,"R",31
113397,"A",,"A",,"A",,"R",117,"R",0,"R",117,"R",87,"R",74,"R",47,"R",0,"R",47,"R",30,"R",64,"R",20
113449,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",9,"R",82,"R",29,"Z",0,"R",29,"R",23,"R",79,"R",12
113537,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
113573,"R",980,"R",3010,"R",33,"R",732,"Z",0,"R",732,"R",359,"R",49,"R",672,"Z",0,"R",672,"R",203,"R",30,"R",30
113582,"R",6,"R",40,"R",15,"R",11,"R",0,"R",11,"R",7,"R",64,"R",1,"R",0,"R",1,"R",1,"R",100,"R",14
113607,"R",877,"R",2584,"R",34,"R",562,"R",0,"R",562,"R",304,"R",54,"R",355,"R",0,"R",355,"R",144,"R",41,"R",20
113634,"R",1569,"R",5924,"R",26,"R",1241,"Z",0,"R",1241,"R",562,"R",45,"R",1410,"Z",0,"R",1410,"R",625,"R",44,"R",28
113698,"R",289,"R",441,"R",66,"R",267,"Z",0,"R",267,"R",213,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
113856,"R",1776,"R",9961,"R",18,"R",899,"Z",0,"R",899,"R",678,"R",75,"R",1753,"Z",0,"R",1753,"R",879,"R",50,"R",46
113908,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",73,"R",84,"R",37,"R",0,"R",37,"R",28,"R",76,"R",15
113980,"R",2233,"R",7572,"R",29,"R",1894,"Z",0,"R",1894,"R",969,"R",51,"R",2095,"Z",0,"R",2095,"R",553,"R",26,"R",30
114044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
114062,"A",,"A",,"A",,"R",75,"R",0,"R",75,"R",69,"R",92,"R",45,"R",0,"R",45,"R",36,"R",80,"R",13
114071,"A",,"A",,"A",,"R",132,"R",0,"R",132,"R",125,"R",95,"R",66,"R",0,"R",66,"R",53,"R",80,"R",21
114080,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",125,"R",87,"R",65,"R",0,"R",65,"R",50,"R",77,"R",15
114123,"A",,"A",,"A",,"R",281,"Z",0,"R",281,"R",245,"R",87,"R",1,"R",1,"R",0,"R",0,"A",,"R",14
114266,"R",574,"R",3399,"R",17,"R",558,"Z",0,"R",558,"R",329,"R",59,"R",614,"Z",0,"R",614,"R",197,"R",32,"R",32
114354,"R",777,"R",1685,"R",46,"R",860,"R",0,"R",860,"R",604,"R",70,"R",21,"R",0,"R",21,"R",14,"R",67,"R",17
114372,"R",25,"R",25,"R",100,"R",23,"R",0,"R",23,"R",14,"R",61,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
114390,"R",217,"R",438,"R",50,"R",205,"R",0,"R",205,"R",134,"R",65,"R",6,"R",0,"R",6,"R",4,"R",67,"R",16
114415,"R",185,"R",305,"R",61,"R",249,"R",0,"R",249,"R",185,"R",74,"R",6,"R",0,"R",6,"R",3,"R",50,"R",16
114433,"R",236,"R",901,"R",26,"R",204,"Z",0,"R",204,"R",34,"R",17,"R",104,"Z",0,"R",104,"R",7,"R",7,"R",27
114460,"A",,"A",,"A",,"R",120,"R",0,"R",120,"R",105,"R",88,"R",50,"R",0,"R",50,"R",43,"R",86,"R",13
114628,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",35,"R",74,"R",16,"R",0,"R",16,"R",8,"R",50,"R",39
114716,"R",1039,"R",5244,"R",20,"R",649,"Z",0,"R",649,"R",282,"R",43,"R",1137,"Z",0,"R",1137,"R",290,"R",26,"R",28
114761,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",24,"R",77,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
114789,"R",2074,"R",7670,"R",27,"R",2266,"Z",0,"R",2266,"R",914,"R",40,"R",1800,"Z",0,"R",1800,"R",416,"R",23,"R",28
114813,"R",172,"R",473,"R",36,"R",145,"R",0,"R",145,"R",115,"R",79,"R",3,"R",0,"R",3,"R",1,"R",33,"R",16
114859,"R",2256,"R",7144,"R",32,"R",2278,"Z",0,"R",2278,"R",1606,"R",71,"R",1485,"Z",0,"R",1485,"R",695,"R",47,"R",29
114895,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
114938,"R",484,"R",3028,"R",16,"R",547,"Z",0,"R",547,"R",257,"R",47,"R",456,"Z",0,"R",456,"R",98,"R",21,"R",30
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
115001,"R",1452,"R",4906,"R",30,"R",1250,"Z",0,"R",1250,"R",615,"R",49,"R",1175,"Z",0,"R",1175,"R",410,"R",35,"R",28
115010,"A",,"A",,"A",,"R",89,"R",0,"R",89,"R",85,"R",96,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",18
115083,"A",,"A",,"A",,"R",2,"Z",0,"R",2,"R",2,"R",100,"R",7,"Z",0,"R",7,"R",4,"R",57,"R",11
115126,"R",1281,"R",5011,"R",26,"R",1041,"Z",0,"R",1041,"R",489,"R",47,"R",986,"Z",0,"R",986,"R",241,"R",24,"R",31
115296,"R",1883,"R",6865,"R",27,"R",1556,"Z",0,"R",1556,"R",747,"R",48,"R",1168,"Z",0,"R",1168,"R",319,"R",27,"R",29
115357,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",38,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",28
115393,"R",650,"R",2545,"R",26,"R",515,"Z",0,"R",515,"R",276,"R",54,"R",960,"Z",0,"R",960,"R",198,"R",21,"R",35
115409,"R",207,"R",213,"R",97,"R",202,"R",0,"R",202,"R",184,"R",91,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
115454,"R",137,"R",325,"R",42,"R",111,"R",0,"R",111,"R",82,"R",74,"R",92,"R",0,"R",92,"R",55,"R",60,"R",24
115472,"R",233,"R",480,"R",49,"R",169,"R",0,"R",169,"R",97,"R",57,"R",140,"R",0,"R",140,"R",75,"R",54,"R",30
115490,"R",156,"R",345,"R",45,"R",146,"R",0,"R",146,"R",97,"R",66,"R",84,"R",0,"R",84,"R",55,"R",65,"R",37
115515,"R",135,"R",334,"R",40,"R",91,"R",0,"R",91,"R",48,"R",53,"R",104,"R",0,"R",104,"R",49,"R",47,"R",25
115533,"R",221,"R",438,"R",50,"R",182,"R",0,"R",182,"R",120,"R",66,"R",114,"R",0,"R",114,"R",69,"R",61,"R",30
115658,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",29,"R",0,"R",29,"R",26,"R",90,"R",15
115728,"R",103,"R",240,"R",43,"R",105,"R",0,"R",105,"R",79,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
115755,"R",1345,"R",2239,"R",60,"R",1168,"Z",0,"R",1168,"R",837,"R",72,"R",23,"Z",0,"R",23,"R",10,"R",43,"R",22
115773,"R",140,"R",224,"R",63,"R",98,"R",4,"R",94,"R",90,"R",96,"R",78,"R",0,"R",78,"R",74,"R",95,"R",18
115861,"R",1022,"R",2206,"R",46,"R",988,"Z",0,"R",988,"R",581,"R",59,"R",541,"Z",0,"R",541,"R",190,"R",35,"R",29
115931,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",63,"R",81,"R",14,"R",0,"R",14,"R",0,"R",0,"R",52
116040,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",131,"R",0,"R",131,"R",0,"R",0,"R",38
116226,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",13,"R",0,"R",13,"R",10,"R",77,"R",17
116350,"A",,"A",,"A",,"R",37,"R",1,"R",36,"R",30,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
116439,"R",1101,"R",4839,"R",23,"R",699,"Z",0,"R",699,"R",301,"R",43,"R",740,"Z",0,"R",740,"R",186,"R",25,"R",33
116466,"R",225,"R",303,"R",74,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",27
116475,"R",156,"R",201,"R",78,"R",6,"R",0,"R",6,"R",2,"R",33,"R",1,"R",0,"R",1,"R",1,"R",100,"R",25
116484,"R",125,"R",165,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
116563,"A",,"A",,"A",,"R",91,"R",0,"R",91,"R",70,"R",77,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",20
116712,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
116846,"R",22,"R",44,"R",50,"R",15,"R",0,"R",15,"R",11,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
117052,"R",2077,"R",5659,"R",37,"R",1472,"Z",0,"R",1472,"R",612,"R",42,"R",1136,"Z",0,"R",1136,"R",279,"R",25,"R",30
117104,"R",40,"R",131,"R",31,"R",37,"R",0,"R",37,"R",28,"R",76,"R",11,"Z",0,"R",11,"R",6,"R",55,"R",21
117113,"R",502,"R",681,"R",74,"R",334,"R",0,"R",334,"R",230,"R",69,"R",36,"R",0,"R",36,"R",16,"R",44,"R",22
117140,"R",329,"R",868,"R",38,"R",299,"R",0,"R",299,"R",234,"R",78,"R",4,"R",0,"R",4,"R",2,"R",50,"R",16
117168,"R",65,"R",117,"R",56,"R",58,"R",0,"R",58,"R",41,"R",71,"R",3,"R",0,"R",3,"R",3,"R",100,"R",10
117195,"R",232,"R",756,"R",31,"R",101,"Z",0,"R",101,"R",44,"R",44,"R",215,"Z",0,"R",215,"R",32,"R",15,"R",20
117238,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",90,"R",86,"R",0,"R",0,"R",0,"Z",0,"A",,"R",25
117247,"R",542,"R",4446,"R",12,"R",440,"Z",0,"R",440,"R",150,"R",34,"R",1257,"Z",0,"R",1257,"R",241,"R",19,"R",29
117274,"R",177,"R",857,"R",21,"R",146,"Z",0,"R",146,"R",25,"R",17,"R",165,"Z",0,"R",165,"R",31,"R",19,"R",19
117557,"R",75,"R",140,"R",54,"R",60,"R",0,"R",60,"R",44,"R",73,"R",2,"R",0,"R",2,"R",1,"R",50,"R",36
